PrimaryKey,Filename,Quality,Piece,Composer,Performer,Instrument,License,Link,Chunks
199,"Concerto Grosso no. 8, HWV 326 - II. Grave.flac",Mid,"Concerto Grosso no. 8, HWV 326 - II. Grave",Händel G.,Modena Chamber Orchestra,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5848-12-concerti-grossi-op-6-hwv-319-330/,18
200,"Concerto Grosso no. 8, HWV 326 - I. Allemande.flac",Mid,"Concerto Grosso no. 8, HWV 326 - I. Allemande",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5848-12-concerti-grossi-op-6-hwv-319-330/,73
201,"Larghetto, from Lute & Harp Concerto Op_6.mp3",High,"Larghetto, from Lute & Harp Concerto Op_6",Händel G.,Unknown,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5848-12-concerti-grossi-op-6-hwv-319-330/,112
202,"Concerto Grosso no. 4, HWV 322- I. Larghetto affettuoso.flac",High,"Concerto Grosso no. 4, HWV 322- I. Larghetto affettuoso",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5823-concerto-grosso-no-4-hwv-322/,23
203,"Concerto Grosso no. 4, HWV 322 - II. Allegro.flac",High,"Concerto Grosso no. 4, HWV 322 - II. Allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5823-concerto-grosso-no-4-hwv-322/,72
204,"Concerto Grosso no. 4, HWV 322 - III. Largo e piano.flac",High,"Concerto Grosso no. 4, HWV 322 - III. Largo e piano",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5823-concerto-grosso-no-4-hwv-322/,148
205,"Concerto Grosso no. 4, HWV 322 - IV. Allegro.flac",High,"Concerto Grosso no. 4, HWV 322 - IV. Allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5823-concerto-grosso-no-4-hwv-322/,33
206,"Concerto Grosso in D major, HWV 323 - I. Largo.flac",Mid,"Concerto Grosso in D major, HWV 323 - I. Largo",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5828-concerto-grosso-in-d-major-hwv-323/,20
207,"Concerto Grosso in D major, HWV 323 - II. Allegro.flac",Mid,"Concerto Grosso in D major, HWV 323 - II. Allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5828-concerto-grosso-in-d-major-hwv-323/,63
208,"Concerto Grosso in D major, HWV 323 - III. Presto.flac",Mid,"Concerto Grosso in D major, HWV 323 - III. Presto",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5828-concerto-grosso-in-d-major-hwv-323/,48
209,"Concerto Grosso in D major, HWV 323 - IV. Largo.flac",Mid,"Concerto Grosso in D major, HWV 323 - IV. Largo",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5828-concerto-grosso-in-d-major-hwv-323/,36
210,"Concerto Grosso in D major, HWV 323 - V. Allegro.flac",Mid,"Concerto Grosso in D major, HWV 323 - V. Allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5828-concerto-grosso-in-d-major-hwv-323/,82
211,"Concerto Grosso in D major, HWV 323 - VI. Minuet.flac",Mid,"Concerto Grosso in D major, HWV 323 - VI. Minuet",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5828-concerto-grosso-in-d-major-hwv-323/,122
212,"Concerto Grosso no. 1, HWV 319 - I. A tempo giusto.flac",Mid,"Concerto Grosso no. 1, HWV 319 - I. A tempo giusto",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43912-concerto-grosso-no-1-hwv-319/,71
213,"Concerto Grosso no. 1, HWV 319 - II. Allegro.flac",Mid,"Concerto Grosso no. 1, HWV 319 - II. Allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43912-concerto-grosso-no-1-hwv-319/,58
214,"Concerto Grosso no. 1, HWV 319 - III. Adagio.flac",Mid,"Concerto Grosso no. 1, HWV 319 - III. Adagio",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43912-concerto-grosso-no-1-hwv-319/,61
215,"Concerto Grosso no. 1, HWV 319 - IV. Allegro.flac",Mid,"Concerto Grosso no. 1, HWV 319 - IV. Allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43912-concerto-grosso-no-1-hwv-319/,82
216,"Concerto Grosso no. 1, HWV 319 - V. Allegro.flac",Mid,"Concerto Grosso no. 1, HWV 319 - V. Allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43912-concerto-grosso-no-1-hwv-319/,76
217,"Concerto Grosso no. 6, HWV 324 - IV. Allegro.m4a",Mid,"Concerto Grosso no. 6, HWV 324 - IV. Allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/44119-concerto-grosso-no-6-hwv-324/,93
218,"Concerto Grosso no. 6, HWV 324 - V. Allegro.m4a",Mid,"Concerto Grosso no. 6, HWV 324 - V. Allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/44119-concerto-grosso-no-6-hwv-324/,54
219,"Concerto Grosso no. 6, HWV 324 - I. Larghetto e affettuoso.m4a",Mid,"Concerto Grosso no. 6, HWV 324 - I. Larghetto e affettuoso",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/44119-concerto-grosso-no-6-hwv-324/,47
220,"Concerto Grosso no. 6, HWV 324 - II. Allegro ma non tropp.m4a",Mid,"Concerto Grosso no. 6, HWV 324 - II. Allegro ma non tropp",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/44119-concerto-grosso-no-6-hwv-324/,48
221,"Abdelazer, Z. 570.mp3",High,"Abdelazer, Z. 570",Purcell H.,"Carl Pini, John Tunnell, Anthony Pini and Harold Lester",Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/11130-abdelazer-z-570/,291
222,"12 Concerti Grossi, Op. 6 - Concerto no. 3 Grosso in c minor.mp3",High,"12 Concerti Grossi, Op. 6 - Concerto no. 3 Grosso in c minor",Corelli A.,Modena Chamber Orchestra,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/9310-12-concerti-grossi-op-6/,303
223,"12 Concerti Grossi, Op. 6 - Concerto no. 4 Grosso in D major.mp3",High,"12 Concerti Grossi, Op. 6 - Concerto no. 4 Grosso in D major",Corelli A.,Modena Chamber Orchestra,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/9310-12-concerti-grossi-op-6/,282
224,"Orchestra Gli Armonici, 100619 Concerto DInaugurazione, 15 A.Vivaldi, Op.03, Concerto 08 per 2 violini e orchestra in La min, LEstro Armonico, Allegro,rem.mp3",Mid,"Orchestra Gli Armonici, 100619 Concerto DInaugurazione, 15 A.Vivaldi, Op.03, Concerto 08 per 2 violini e orchestra in La min, LEstro Armonico, Allegro,rem",Vivaldi A.,Orchestra Gli Armonici,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43849-concert-no-8-op-3-in-amin-for-2-violins-and-orchestra-lestro-armonico/,95
225,"Orchestra Gli Armonici, 100619 Concerto DInaugurazione, 17 A.Vivaldi, Op.03, Concerto 08 per 2 violini e orchestra in La min, LEstro Armonico, Allegro,rem.mp3",Mid,"Orchestra Gli Armonici, 100619 Concerto DInaugurazione, 17 A.Vivaldi, Op.03, Concerto 08 per 2 violini e orchestra in La min, LEstro Armonico, Allegro,rem",Vivaldi A.,Orchestra Gli Armonici,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43849-concert-no-8-op-3-in-amin-for-2-violins-and-orchestra-lestro-armonico/,165
226,Concerto Grosso in B flat Major.mp3,High,Concerto Grosso in B flat Major,Boyce W.,"Carl Pini, John Tunnell, Anthony Pini and Harold Lester",Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/45468-concerto-grosso-in-b-flat-major/,277
227,Concerto Grosso in E minor.mp3,High,Concerto Grosso in E minor,Boyce W.,The London Baroque Orchestra,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/45600-concerto-grosso-in-e-minor/,424
228,"Serenade for Orchestra, Op. 20 - Complete Performance.mp3",Mid,"Serenade for Orchestra, Op. 20 - Complete Performance",Elgar E.,US Army Strings,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/29754-serenade-for-string-orchestra-op-20/,225
229,"Concerto Grosso in B flat major no. 7, HWV 325 - I. Largo allegro.m4a",High,"Concerto Grosso in B flat major no. 7, HWV 325 - I. Largo allegro",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/44129-concerto-grosso-in-b-flat-major-no-7-hwv-325/,126
230,"Concerto Grosso in B flat major no. 7, HWV 325 - II. Largo e piano.m4a",High,"Concerto Grosso in B flat major no. 7, HWV 325 - II. Largo e piano",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/44129-concerto-grosso-in-b-flat-major-no-7-hwv-325/,65
231,"Concerto Grosso in B flat major no. 7, HWV 325 - III. Andante.m4a",High,"Concerto Grosso in B flat major no. 7, HWV 325 - III. Andante",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/44129-concerto-grosso-in-b-flat-major-no-7-hwv-325/,122
232,"Concerto Grosso in B flat major no. 7, HWV 325 - IV. Hornpipe.m4a",High,"Concerto Grosso in B flat major no. 7, HWV 325 - IV. Hornpipe",Händel G.,European Archive,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/44129-concerto-grosso-in-b-flat-major-no-7-hwv-325/,84
233,"Concerto in B-flat major, Op.7 No.6.mp3",High,"Concerto in B-flat major, Op.7 No.6",Albicastro H.,"Carl Pini, John Tunnell, Anthony Pini and Harold Lester",Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/45598-concerto-in-b-flat-major-op7-no6/,230
234,"Concerto in B minor, Op.7 No.7.mp3",High,"Concerto in B minor, Op.7 No.7.mp3",Albicastro H.,"Carl Pini, John Tunnell, Anthony Pini and Harold Lester",Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/45599-concerto-in-b-minor-op7-no7/,219
235,"Keyboard Concerto in D major, Hob. XVIII_11.mp3",High,"Keyboard Concerto in D major, Hob. XVIII_11",Haydn J.,Baroque Chamber Orchestra,Orchestra,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5121-keyboard-concerto-in-d-major-hob-xviii11/,619
236,"Piano Concerto No. 4 in G Major, Op. 58 - III. Rondo (Vivace).mp3",High,"Piano Concerto No. 4 in G Major, Op. 58 - III. Rondo (Vivace)",Beethoven L.,European Archive,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/62-piano-concerto-no-4-in-g-major-op-58/,174
237,"Piano Concerto No. 4 in G Major, Op. 58 - II. Andante con moto.mp3",High,"Piano Concerto No. 4 in G Major, Op. 58 - II. Andante con moto",Beethoven L.,European Archive,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/62-piano-concerto-no-4-in-g-major-op-58/,85
238,"Piano Concerto No. 4 in G Major, Op. 58 - I. Allegro moderato.mp3",High,"Piano Concerto No. 4 in G Major, Op. 58 - I. Allegro moderato",Beethoven L.,European Archive,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/62-piano-concerto-no-4-in-g-major-op-58/,369
239,"Harpsichord Concerto no. 1 in D minor, BWV 1052 - Complete Performance.mp3",High,"Harpsichord Concerto no. 1 in D minor, BWV 1052 - Complete Performance",Bach J. S.,Sylvia Marlowe,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/3517-harpsichord-concerto-no-1-in-d-minor-bwv-1052/,554
240,Piano Concerto no. 17 in G major - II. Andante.flac,Low,Piano Concerto no. 17 in G major - II. Andante,Mozart W. A.,European Archive,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2718-piano-concerto-no-17-in-g-major-k-453/,233
241,Piano Concerto no. 17 in G major - III. Allegretto (second part).flac,Low,Piano Concerto no. 17 in G major - III. Allegretto (second part),Mozart W. A.,European Archive,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2718-piano-concerto-no-17-in-g-major-k-453/,133
242,Piano Concerto no. 17 in G major - I. Allegro.flac,Low,Piano Concerto no. 17 in G major - I. Allegro,Mozart W. A.,European Archive,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2718-piano-concerto-no-17-in-g-major-k-453/,379
243,Piano Concerto no. 17 in G major - III. Allegretto (first part).flac,Low,Piano Concerto no. 17 in G major - III. Allegretto (first part),Mozart W. A.,European Archive,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2718-piano-concerto-no-17-in-g-major-k-453/,160
244,Piano Concerto for the Left Hand - Cadenza.m4a,High,Piano Concerto for the Left Hand – Cadenza,Ravel M.,Ivan Ilic,Piano,https://creativecommons.org/licenses/by/3.0/,https://musopen.org/music/4710-piano-concerto-for-the-left-hand/,70
245,Concerto No.2 in D minor Op.23 - II. Presto giocoso.flac,Low,Concerto No.2 in D minor Op.23 - II. Presto giocoso,MacDowell E.,European Archive,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/31138-piano-concerto-no-2-in-dm-op-23/,152
246,Concerto No.2 in D minor Op.23 - III. Largo Molto allegro.flac,Mid,Concerto No.2 in D minor Op.23 - III. Largo Molto allegro,MacDowell E.,European Archive,Orchestra & Piano,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/31138-piano-concerto-no-2-in-dm-op-23/,127
247,"Piano Concerto, Op.3.mp3",High,"Piano Concerto, Op.3",Moszkowsky M.,Ludmil Angelov,Orchestra & Piano,https://creativecommons.org/licenses/by/3.0/,https://musopen.org/music/44165-piano-concerto-op3/,0
248,"String Quartet no. 23 in F, K. 590 - III. Menuetto and trio.flac",Low,"String Quartet no. 23 in F, K. 590 - III. Menuetto and trio",Mozart W. A.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/3006-string-quartet-no-23-in-f-major-k-590/,146
249,"String Quartet no. 23 in F, K. 590 - IV. Allegro.flac",Low,"String Quartet no. 23 in F, K. 590 - IV. Allegro",Mozart W. A.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/3006-string-quartet-no-23-in-f-major-k-590/,162
250,"String Quartet no. 23 in F, K. 590 - I. Allegro.flac",Low,"String Quartet no. 23 in F, K. 590 - I. Allegro",Mozart W. A.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/3006-string-quartet-no-23-in-f-major-k-590/,198
251,"String Quartet no. 23 in F, K. 590 - II. Andante in do.flac",Low,"String Quartet no. 23 in F, K. 590 - II. Andante in do",Mozart W. A.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/3006-string-quartet-no-23-in-f-major-k-590/,248
252,III. Minuetto Allegretto & trio.flac,Mid,III. Minuetto Allegretto & trio,Schubert F.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/7053-string-quartet-no-13-in-a-minor-d-804/,151
253,IV. Allegro moderato.flac,Low,IV. Allegro moderato,Schubert F.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/7053-string-quartet-no-13-in-a-minor-d-804/,176
254,I. Allegro ma non troppo.flac,Low,I. Allegro ma non troppo,Schubert F.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/7053-string-quartet-no-13-in-a-minor-d-804/,280
255,II. Andante.flac,Low,II. Andante,Schubert F.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/7053-string-quartet-no-13-in-a-minor-d-804/,490
256,"String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - I. Allegro con brio.m4a",High,"String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - I. Allegro con brio",Beethoven L.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43980-string-quartet-no-6-in-b-flat-major-op-18-no-6/,134
257,"String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - III. Scherzo Allegro.m4a",High,"String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - III. Scherzo Allegro",Beethoven L.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43980-string-quartet-no-6-in-b-flat-major-op-18-no-6/,168
258,"String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - II. Adagio ma non troppo.m4a",High,"String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - II. Adagio ma non troppo",Beethoven L.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/43980-string-quartet-no-6-in-b-flat-major-op-18-no-6/,160
259,String Quartet No. 1 in A Major - I. Moderato - Allegro.m4a,High,String Quartet No. 1 in A Major - I. Moderato - Allegro,Borodin A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/689-string-quartet-no-1-in-a-major/,288
260,String Quartet No. 1 in A Major - III. Scherzo Prestissimo.m4a,High,String Quartet No. 1 in A Major - III. Scherzo Prestissimo,Borodin A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/689-string-quartet-no-1-in-a-major/,75
261,String Quartet No. 1 in A Major - II. Andante con moto.m4a,High,String Quartet No. 1 in A Major - II. Andante con moto,Borodin A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/689-string-quartet-no-1-in-a-major/,182
262,String Quartet No. 1 in A Major - IV. Andante - Allegro risoluto.m4a,High,String Quartet No. 1 in A Major - IV. Andante - Allegro risoluto,Borodin A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/689-string-quartet-no-1-in-a-major/,317
263,String Quartet no. 2 in D Major - I. Allegro moderato.m4a,High,String Quartet no. 2 in D Major - I. Allegro moderato,Borodin A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/690-string-quartet-no-2-in-d-major/,197
264,String Quartet no. 2 in D Major - III. Nocturne Andante.m4a,High,String Quartet no. 2 in D Major - III. Nocturne Andante,Borodin A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/690-string-quartet-no-2-in-d-major/,195
265,String Quartet no. 2 in D Major - IV. Finale Andante - Vivace.m4a,High,String Quartet no. 2 in D Major - IV. Finale Andante - Vivace,Borodin A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/690-string-quartet-no-2-in-d-major/,190
266,String Quartet no. 2 in D Major - II. Scherzo Allegro.m4a,High,String Quartet no. 2 in D Major - II. Scherzo Allegro,Borodin A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/690-string-quartet-no-2-in-d-major/,156
267,"Lark - II. Adagio, Cantabile.m4a",High,"Lark - II. Adagio, Cantabile",Haydn J.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5261-string-quartets-hob-iii63-68/,71
268,Lark - I. Allegro Moderato.m4a,High,Lark - I. Allegro Moderato,Haydn J.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5261-string-quartets-hob-iii63-68/,121
269,Lark - IV. Finale Vivace.m4a,High,Lark - IV. Finale Vivace,Haydn J.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5261-string-quartets-hob-iii63-68/,53
270,Lark - III. Menuetto Allegretto.m4a,High,Lark - III. Menuetto Allegretto,Haydn J.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/5261-string-quartets-hob-iii63-68/,139
271,"String Quartet No. 6 in F minor, Op. 80 - I. Allegro vivace assai.m4a",High,"String Quartet No. 6 in F minor, Op. 80 - I. Allegro vivace assai",Mendelssohn F.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/270-string-quartet-no-6-in-f-minor-op-80/,160
272,"String Quartet No. 6 in F minor, Op. 80 - III. Adagio.m4a",High,"String Quartet No. 6 in F minor, Op. 80 - III. Adagio",Mendelssohn F.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/270-string-quartet-no-6-in-f-minor-op-80/,123
273,"String Quartet No. 6 in F minor, Op. 80 - IV. Finale. Allegro Molto.m4a",High,"String Quartet No. 6 in F minor, Op. 80 - IV. Finale. Allegro Molto",Mendelssohn F.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/270-string-quartet-no-6-in-f-minor-op-80/,116
274,"String Quartet No. 6 in F minor, Op. 80 - II. Allegro assai.m4a",High,"String Quartet No. 6 in F minor, Op. 80 - II. Allegro assai",Mendelssohn F.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/270-string-quartet-no-6-in-f-minor-op-80/,99
275,III. Menuetto. Allegro.m4a,High,III. Menuetto. Allegro,Mozart W. A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/3002-string-quartet-no-19-in-c-major-dissonant-k-465/,198
276,IV. Allegro Molto.m4a,High,IV. Allegro Molto,Mozart W. A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/3002-string-quartet-no-19-in-c-major-dissonant-k-465/,213
277,"I. Adagio, Allegro.m4a",High,"I. Adagio, Allegro",Mozart W. A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/3002-string-quartet-no-19-in-c-major-dissonant-k-465/,244
278,II. Andante Cantabile.m4a,High,II. Andante Cantabile,Mozart W. A.,Musopen String Quartet,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/3002-string-quartet-no-19-in-c-major-dissonant-k-465/,324
279,"Beethoven - III. Quartet No. 10 in Eb, Op. 74 - Presto - Piu presto quasi prestissimo.mp3",Low,"Beethoven - III. Quartet No. 10 in Eb, Op. 74 - Presto - Piu presto quasi prestissimo",Beethoven L.,US Military Academy Band,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2617-string-quartet-no-10-in-e-flat-major-the-harp-op-74/,86
280,"Beethoven - IV. Quartet No. 10 in Eb, Op. 74 - Allegretto con Variazioni.mp3",Low,"Beethoven - IV. Quartet No. 10 in Eb, Op. 74 - Allegretto con Variazioni",Beethoven L.,US Military Academy Band,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2617-string-quartet-no-10-in-e-flat-major-the-harp-op-74/,152
281,"Beethoven - I. Quartet No. 10 in Eb, Op. 74 - Poco adagio - Allegro.mp3",Low,"Beethoven - I. Quartet No. 10 in Eb, Op. 74 - Poco adagio - Allegro",Beethoven L.,US Military Academy Band,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2617-string-quartet-no-10-in-e-flat-major-the-harp-op-74/,139
282,"Beethoven - II. Quartet No. 10 in Eb, Op. 74 - Adagio ma non troppo.mp3",Low,"Beethoven - II. Quartet No. 10 in Eb, Op. 74 - Adagio ma non troppo",Beethoven L.,US Military Academy Band,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2617-string-quartet-no-10-in-e-flat-major-the-harp-op-74/,127
283,Beethoven - String Quartet No.7 in F major Op.59 - II. Allegreto vivace.flac,Mid,Beethoven - String Quartet No.7 in F major Op.59 - II. Allegreto vivace,Beethoven L.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2614-string-quartet-no-7-in-f-major-op-59-no-1/,364
284,Beethoven - String Quartet No.7 in F major Op.59 - III.Adagio molto e mesto.flac,Mid,Beethoven - String Quartet No.7 in F major Op.59 - III.Adagio molto e mesto,Beethoven L.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2614-string-quartet-no-7-in-f-major-op-59-no-1/,407
285,Beethoven - String Quartet No.7 in F major Op.59 - I. Allegro.flac,Mid,Beethoven - String Quartet No.7 in F major Op.59 - I. Allegro,Beethoven L.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2614-string-quartet-no-7-in-f-major-op-59-no-1/,226
286,"Brahms - String Quartet No.1 in C minor Op.51, No.1 - III. Allegretto molto moderato.flac",High,"Brahms - String Quartet No.1 in C minor Op.51, No.1 - III. Allegretto molto moderato",Brahms J.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2108-string-quartet-no-1-op-51-no-1/,233
287,"Brahms - String Quartet No.1 in C minor Op.51, No.1 - IV. Allegro.flac",High,"Brahms - String Quartet No.1 in C minor Op.51, No.1 - IV. Allegro",Brahms J.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2108-string-quartet-no-1-op-51-no-1/,124
288,"Brahms - String Quartet No.1 in C minor Op.51, No.1 - IV. Allegro (1).flac",High,"Brahms - String Quartet No.1 in C minor Op.51, No.1 - IV. Allegro (1)",Brahms J.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2108-string-quartet-no-1-op-51-no-1/,124
289,"Brahms - String Quartet No.1 in C minor Op.51, No.1 - II. Romanze Poco adagio.flac",High,"Brahms - String Quartet No.1 in C minor Op.51, No.1 - II. Romanze Poco adagio",Brahms J.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2108-string-quartet-no-1-op-51-no-1/,122
290,"String Quartet no. 15 in Am, Op. 132 - 3.mp3",High,"String Quartet no. 15 in Am, Op. 132 - 3",Beethoven L.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2623-string-quartet-no-15-in-a-minor-op-132/,299
291,"String Quartet no. 15 in Am, Op. 132 - 5.mp3",High,"String Quartet no. 15 in Am, Op. 132 - 5",Beethoven L.,European Archive,String Quartet,https://creativecommons.org/publicdomain/mark/1.0/,https://musopen.org/music/2623-string-quartet-no-15-in-a-minor-op-132/,121
